"DateTime","Players","Average Players"
"2025-08-26 00:00:00",15315,10676
"2025-08-27 00:00:00",15367,10397
"2025-08-28 00:00:00",16192,11160
"2025-08-29 00:00:00",334756,63760
"2025-08-30 00:00:00",338805,267407
"2025-08-31 00:00:00",353657,268537
"2025-09-01 00:00:00",334608,225194
"2025-09-02 00:00:00",270101,188769
"2025-09-03 00:00:00",254001,175483
"2025-09-04 00:00:00",237398,168243
"2025-09-05 00:00:00",238931,173095
"2025-09-06 00:00:00",258798,198599
"2025-09-07 00:00:00",261039,200283
"2025-09-08 00:00:00",220673,154183
"2025-09-09 00:00:00",205133,144912
"2025-09-10 00:00:00",193362,135716
"2025-09-11 00:00:00",175851,122713
"2025-09-12 00:00:00",174891,124516
"2025-09-13 00:00:00",186312,142367
"2025-09-14 00:00:00",190270,143517
"2025-09-15 00:00:00",160916,111672
"2025-09-16 00:00:00",150642,104754
"2025-09-17 00:00:00",141269,99163
"2025-09-18 00:00:00",133921,94738
"2025-09-19 00:00:00",131221,94874
"2025-09-20 00:00:00",141019,108858
"2025-09-21 00:00:00",143492,110113
"2025-09-22 00:00:00",120958,85326
"2025-09-23 00:00:00",109427,79457
"2025-09-24 00:00:00",102088,72870
"2025-09-25 00:00:00",96634,69462
"2025-09-26 00:00:00",98602,71888
"2025-09-27 00:00:00",106838,82591
"2025-09-28 00:00:00",108109,82616
"2025-09-29 00:00:00",89852,63542
"2025-09-30 00:00:00",83805,59762
"2025-10-01 00:00:00",82347,57682
"2025-10-02 00:00:00",78397,57140
"2025-10-03 00:00:00",79182,58977
"2025-10-04 00:00:00",85448,66495
"2025-10-05 00:00:00",86491,65993
"2025-10-06 00:00:00",71122,50607
"2025-10-07 00:00:00",66078,46381
"2025-10-08 00:00:00",62562,45050
"2025-10-09 00:00:00",59788,41951
"2025-10-10 00:00:00",56740,42675
"2025-10-11 00:00:00",60794,47270
"2025-10-12 00:00:00",63032,47663
"2025-10-13 00:00:00",52692,38189
"2025-10-14 00:00:00",47419,34209
"2025-10-15 00:00:00",44243,32088
"2025-10-16 00:00:00",42257,30592
"2025-10-17 00:00:00",41468,30658
"2025-10-18 00:00:00",44833,34915
"2025-10-19 00:00:00",46032,35236
"2025-10-20 00:00:00",37787,27122
"2025-10-21 00:00:00",35527,25032
"2025-10-22 00:00:00",33516,24060
"2025-10-23 00:00:00",31807,22629
"2025-10-24 00:00:00",32423,23731
"2025-10-25 00:00:00",35572,27739
"2025-10-26 00:00:00",35874,28095
"2025-10-27 00:00:00",28966,21304
"2025-10-28 00:00:00",26377,19689
"2025-10-29 00:00:00",25287,18515
"2025-10-30 00:00:00",23412,17344
"2025-10-31 00:00:00",21479,16263
"2025-11-01 00:00:00",24273,18520
"2025-11-02 00:00:00",25706,19632
"2025-11-03 00:00:00",20304,15409
"2025-11-04 00:00:00",19403,14535
"2025-11-05 00:00:00",18573,13483
"2025-11-06 00:00:00",18111,13119
"2025-11-07 00:00:00",18707,13733
"2025-11-08 00:00:00",20851,16430
"2025-11-09 00:00:00",21257,16956
"2025-11-10 00:00:00",18074,13238
"2025-11-11 00:00:00",17640,12819
"2025-11-12 00:00:00",15657,11504
"2025-11-13 00:00:00",14836,11016
"2025-11-14 00:00:00",15147,11258
"2025-11-15 00:00:00",16705,13230
"2025-11-16 00:00:00",17360,13477
"2025-11-17 00:00:00",13691,10024
"2025-11-18 00:00:00",13003,9445
"2025-11-19 00:00:00",12196,8999
"2025-11-20 00:00:00",12179,8831
"2025-11-21 00:00:00",12779,9308
"2025-11-22 00:00:00",14412,11192
"2025-11-23 00:00:00",15088,11612
"2025-11-24 00:00:00",12129,8759
"2025-11-25 00:00:00",11549,8296
"2025-11-26 00:00:00",11577,8171
"2025-11-27 00:00:00",11596,8204
"2025-11-28 00:00:00",11999,8452
"2025-11-29 00:00:00",13212,10083
"2025-11-30 00:00:00",13906,10448
"2025-12-01 00:00:00",10675,7671
"2025-12-02 00:00:00",10572,7351
"2025-12-03 00:00:00",9997,6989
"2025-12-04 00:00:00",10490,6816
"2025-12-05 00:00:00",12717,8779
"2025-12-06 00:00:00",16380,11707
"2025-12-07 00:00:00",17846,13152
"2025-12-08 00:00:00",15579,10319
"2025-12-09 00:00:00",14993,10246
"2025-12-10 00:00:00",14696,10179
"2025-12-11 00:00:00",14443,10348
"2025-12-12 00:00:00",290305,65158
"2025-12-13 00:00:00",259630,203959
"2025-12-14 00:00:00",257740,200757
"2025-12-15 00:00:00",210396,153365
"2025-12-16 00:00:00",187378,131004
"2025-12-17 00:00:00",173791,126243
"2025-12-18 00:00:00",164743,116779
"2025-12-19 00:00:00",164376,119497
"2025-12-20 00:00:00",173545,132891
"2025-12-21 00:00:00",172579,133774
"2025-12-22 00:00:00",150961,109778
"2025-12-23 00:00:00",141466,105729
"2025-12-24 00:00:00",117693,95589
"2025-12-25 00:00:00",128970,97366
"2025-12-26 00:00:00",134975,99954
"2025-12-27 00:00:00",136762,106575
"2025-12-28 00:00:00",139464,107668
"2025-12-29 00:00:00",125799,94420
"2025-12-30 00:00:00",122562,92236
"2025-12-31 00:00:00",101856,83944
"2026-01-01 00:00:00",125067,90015
"2026-01-02 00:00:00",121685,93750
"2026-01-03 00:00:00",118214,92284
"2026-01-04 00:00:00",116657,90385
"2026-01-05 00:00:00",100875,75424
"2026-01-06 00:00:00",96799,73483
"2026-01-07 00:00:00",92990,69344
"2026-01-08 00:00:00",90241,66720
"2026-01-09 00:00:00",94435,68391
"2026-01-10 00:00:00",101040,79011
"2026-01-11 00:00:00",100509,78733
"2026-01-12 00:00:00",81308,60241
"2026-01-13 00:00:00",75912,55674
"2026-01-14 00:00:00",72901,52104
"2026-01-15 00:00:00",71818,51396
"2026-01-16 00:00:00",71719,52827
"2026-01-17 00:00:00",78020,61026
"2026-01-18 00:00:00",78908,61340
"2026-01-19 00:00:00",68220,48349
"2026-01-20 00:00:00",60649,44182
"2026-01-21 00:00:00",56989,41830
"2026-01-22 00:00:00",53251,39474
"2026-01-23 00:00:00",54884,40192
"2026-01-24 00:00:00",60657,47170
"2026-01-25 00:00:00",61677,47666
"2026-01-26 00:00:00",50365,36384
"2026-01-27 00:00:00",45325,32837
"2026-01-28 00:00:00",42560,31026
"2026-01-29 00:00:00",39925,29271
"2026-01-30 00:00:00",39214,28865
"2026-01-31 00:00:00",43708,34070
"2026-02-01 00:00:00",44234,34424
"2026-02-02 00:00:00",35901,26015
"2026-02-03 00:00:00",33858,24520
"2026-02-04 00:00:00",32207,23497
"2026-02-05 00:00:00",31208,22627
"2026-02-06 00:00:00",31085,23040
"2026-02-07 00:00:00",35053,27295
"2026-02-08 00:00:00",36219,27940
"2026-02-09 00:00:00",29103,20075
"2026-02-10 00:00:00",27443,19562
"2026-02-11 00:00:00",25977,19013
"2026-02-12 00:00:00",25064,18078
"2026-02-13 00:00:00",25207,18466
"2026-02-14 00:00:00",27585,21601
"2026-02-15 00:00:00",29498,22606
"2026-02-16 00:00:00",26034,18303
"2026-02-17 00:00:00",23619,16946
"2026-02-18 00:00:00",22474,16093
"2026-02-19 00:00:00",21655,15701
"2026-02-20 00:00:00",21520,15762
"2026-02-21 00:00:00",25248,19432
"2026-02-22 00:00:00",26515,20283
"2026-02-23 00:00:00",21560,16065
"2026-02-24 00:00:00",20232,14416
"2026-02-25 00:00:00",19208,13828
"2026-02-26 00:00:00",18150,12905
"2026-02-27 00:00:00",18584,13403
"2026-02-28 00:00:00",20995,16082
"2026-03-01 00:00:00",21459,16605
"2026-03-02 00:00:00",17528,12415
"2026-03-03 00:00:00",16599,11751
"2026-03-04 00:00:00",15860,11158
"2026-03-05 00:00:00",15096,10799
"2026-03-06 00:00:00",14110,9870
"2026-03-07 00:00:00",16099,11928
"2026-03-08 00:00:00",16615,12536
"2026-03-09 00:00:00",13666,9895
"2026-03-10 00:00:00",12820,8926
"2026-03-11 00:00:00",12228,8583
"2026-03-12 00:00:00",11838,8175
"2026-03-13 00:00:00",12292,8621
"2026-03-14 00:00:00",14057,10508
"2026-03-15 00:00:00",14843,11146
"2026-03-16 00:00:00",12055,8324
"2026-03-17 00:00:00",11439,7786
"2026-03-18 00:00:00",10866,7553
"2026-03-19 00:00:00",10622,7391
"2026-03-20 00:00:00",10505,7409
"2026-03-21 00:00:00",11875,8935
"2026-03-22 00:00:00",12533,9390
"2026-03-23 00:00:00",10243,7054
"2026-03-24 00:00:00",7190,6861
"2026-03-24 01:00:00",6705,
"2026-03-24 02:00:00",6349,
"2026-03-24 03:00:00",5760,
"2026-03-24 04:00:00",5134,
"2026-03-24 05:00:00",4597,
"2026-03-24 06:00:00",4419,
"2026-03-24 07:00:00",4499,
"2026-03-24 08:00:00",4886,
"2026-03-24 09:00:00",5256,
"2026-03-24 10:00:00",5679,
"2026-03-24 11:00:00",6180,
"2026-03-24 12:00:00",6635,
"2026-03-24 13:00:00",7248,
"2026-03-24 14:00:00",7749,
"2026-03-24 15:00:00",8373,
"2026-03-24 16:00:00",9243,
"2026-03-24 17:00:00",9535,
"2026-03-24 18:00:00",9820,
"2026-03-24 19:00:00",9999,
"2026-03-24 20:00:00",9970,
"2026-03-24 21:00:00",9270,
"2026-03-24 22:00:00",8361,
"2026-03-24 23:00:00",7570,
"2026-03-25 00:00:00",6972,6464
"2026-03-25 01:00:00",5121,
"2026-03-25 02:00:00",5570,
"2026-03-25 03:00:00",5493,
"2026-03-25 04:00:00",5058,
"2026-03-25 05:00:00",4517,
"2026-03-25 06:00:00",4238,
"2026-03-25 07:00:00",4464,
"2026-03-25 08:00:00",4734,
"2026-03-25 09:00:00",5090,
"2026-03-25 10:00:00",5515,
"2026-03-25 11:00:00",5883,
"2026-03-25 12:00:00",6408,
"2026-03-25 13:00:00",6941,
"2026-03-25 14:00:00",7572,
"2026-03-25 15:00:00",8135,
"2026-03-25 16:00:00",8617,
"2026-03-25 17:00:00",9012,
"2026-03-25 18:00:00",9371,
"2026-03-25 19:00:00",9480,
"2026-03-25 20:00:00",9321,
"2026-03-25 21:00:00",8845,
"2026-03-25 22:00:00",7813,
"2026-03-25 23:00:00",7163,
"2026-03-26 00:00:00",6593,6441
"2026-03-26 01:00:00",6351,
"2026-03-26 02:00:00",5893,
"2026-03-26 03:00:00",5430,
"2026-03-26 04:00:00",4813,
"2026-03-26 05:00:00",4523,
"2026-03-26 06:00:00",4235,
"2026-03-26 07:00:00",4344,
"2026-03-26 08:00:00",4672,
"2026-03-26 09:00:00",5052,
"2026-03-26 10:00:00",5405,
"2026-03-26 11:00:00",5799,
"2026-03-26 12:00:00",6446,
"2026-03-26 13:00:00",6879,
"2026-03-26 14:00:00",7328,
"2026-03-26 15:00:00",7915,
"2026-03-26 16:00:00",8368,
"2026-03-26 17:00:00",8782,
"2026-03-26 18:00:00",9088,
"2026-03-26 19:00:00",9273,
"2026-03-26 20:00:00",9210,
"2026-03-26 21:00:00",8748,
"2026-03-26 22:00:00",7545,
"2026-03-26 23:00:00",7118,
"2026-03-27 00:00:00",6544,6748
"2026-03-27 01:00:00",6245,
"2026-03-27 02:00:00",5942,
"2026-03-27 03:00:00",5441,
"2026-03-27 04:00:00",4886,
"2026-03-27 05:00:00",4501,
"2026-03-27 06:00:00",4204,
"2026-03-27 07:00:00",4485,
"2026-03-27 08:00:00",4753,
"2026-03-27 09:00:00",5168,
"2026-03-27 10:00:00",5533,
"2026-03-27 11:00:00",5994,
"2026-03-27 12:00:00",6555,
"2026-03-27 13:00:00",7205,
"2026-03-27 14:00:00",7703,
"2026-03-27 15:00:00",8279,
"2026-03-27 16:00:00",8670,
"2026-03-27 17:00:00",9109,
"2026-03-27 18:00:00",9472,
"2026-03-27 19:00:00",9636,
"2026-03-27 20:00:00",9667,
"2026-03-27 21:00:00",9519,
"2026-03-27 22:00:00",8938,
"2026-03-27 23:00:00",8233,
"2026-03-28 00:00:00",7506,8295
"2026-03-28 01:00:00",7063,
"2026-03-28 02:00:00",6707,
"2026-03-28 03:00:00",6369,
"2026-03-28 04:00:00",6008,
"2026-03-28 05:00:00",5715,
"2026-03-28 06:00:00",5714,
"2026-03-28 07:00:00",6116,
"2026-03-28 08:00:00",6477,
"2026-03-28 09:00:00",6892,
"2026-03-28 10:00:00",7532,
"2026-03-28 11:00:00",8076,
"2026-03-28 12:00:00",8792,
"2026-03-28 13:00:00",9486,
"2026-03-28 14:00:00",10108,
"2026-03-28 15:00:00",10563,
"2026-03-28 16:00:00",10707,
"2026-03-28 17:00:00",10854,
"2026-03-28 18:00:00",11128,
"2026-03-28 19:00:00",11120,
"2026-03-28 20:00:00",11006,
"2026-03-28 21:00:00",10833,
"2026-03-28 22:00:00",10133,
"2026-03-28 23:00:00",9101,
"2026-03-29 00:00:00",8254,8743
"2026-03-29 01:00:00",7588,
"2026-03-29 02:00:00",7097,
"2026-03-29 03:00:00",6761,
"2026-03-29 04:00:00",6381,
"2026-03-29 05:00:00",6199,
"2026-03-29 06:00:00",6100,
"2026-03-29 07:00:00",6488,
"2026-03-29 08:00:00",7277,
"2026-03-29 09:00:00",7758,
"2026-03-29 10:00:00",8371,
"2026-03-29 11:00:00",8930,
"2026-03-29 12:00:00",9805,
"2026-03-29 13:00:00",10563,
"2026-03-29 14:00:00",11165,
"2026-03-29 15:00:00",11474,
"2026-03-29 16:00:00",11635,
"2026-03-29 17:00:00",11743,
"2026-03-29 18:00:00",11918,
"2026-03-29 19:00:00",11893,
"2026-03-29 20:00:00",11495,
"2026-03-29 21:00:00",10348,
"2026-03-29 22:00:00",9022,
"2026-03-29 23:00:00",7885,
"2026-03-30 00:00:00",7106,6715
"2026-03-30 01:00:00",6717,
"2026-03-30 02:00:00",6207,
"2026-03-30 03:00:00",5646,
"2026-03-30 04:00:00",5012,
"2026-03-30 05:00:00",4515,
"2026-03-30 06:00:00",4331,
"2026-03-30 07:00:00",4485,
"2026-03-30 08:00:00",4810,
"2026-03-30 09:00:00",5033,
"2026-03-30 10:00:00",5498,
"2026-03-30 11:00:00",5979,
"2026-03-30 12:00:00",6611,
"2026-03-30 13:00:00",7385,
"2026-03-30 14:00:00",8062,
"2026-03-30 15:00:00",8577,
"2026-03-30 16:00:00",9200,
"2026-03-30 17:00:00",9537,
"2026-03-30 18:00:00",9920,
"2026-03-30 19:00:00",9874,
"2026-03-30 20:00:00",9595,
"2026-03-30 21:00:00",8562,
"2026-03-30 22:00:00",7554,
"2026-03-30 23:00:00",6631,
"2026-03-31 00:00:00",6217,6417
"2026-03-31 01:00:00",6048,
"2026-03-31 02:00:00",5587,
"2026-03-31 03:00:00",5199,
"2026-03-31 04:00:00",4774,
"2026-03-31 05:00:00",4377,
"2026-03-31 06:00:00",4239,
"2026-03-31 07:00:00",4426,
"2026-03-31 08:00:00",4796,
"2026-03-31 09:00:00",5058,
"2026-03-31 10:00:00",5386,
"2026-03-31 11:00:00",5960,
"2026-03-31 12:00:00",6486,
"2026-03-31 13:00:00",7029,
"2026-03-31 14:00:00",7742,
"2026-03-31 15:00:00",8384,
"2026-03-31 16:00:00",8863,
"2026-03-31 17:00:00",9238,
"2026-03-31 18:00:00",9444,
"2026-03-31 19:00:00",9351,
"2026-03-31 20:00:00",8997,
"2026-03-31 21:00:00",8180,
"2026-03-31 22:00:00",7264,
"2026-03-31 23:00:00",6438,
"2026-04-01 00:00:00",6162,6293
"2026-04-01 01:00:00",5904,
"2026-04-01 02:00:00",5679,
"2026-04-01 03:00:00",5308,
"2026-04-01 04:00:00",4833,
"2026-04-01 05:00:00",4398,
"2026-04-01 06:00:00",4197,
"2026-04-01 07:00:00",4336,
"2026-04-01 08:00:00",4624,
"2026-04-01 09:00:00",4968,
"2026-04-01 10:00:00",5307,
"2026-04-01 11:00:00",5733,
"2026-04-01 12:00:00",6345,
"2026-04-01 13:00:00",6949,
"2026-04-01 14:00:00",7465,
"2026-04-01 15:00:00",7956,
"2026-04-01 16:00:00",8409,
"2026-04-01 17:00:00",8843,
"2026-04-01 18:00:00",9056,
"2026-04-01 19:00:00",9074,
"2026-04-01 20:00:00",8832,
"2026-04-01 21:00:00",8045,
"2026-04-01 22:00:00",7074,
"2026-04-01 23:00:00",6357,
"2026-04-02 00:00:00",6035,6548
"2026-04-02 01:00:00",5755,
"2026-04-02 02:00:00",5709,
"2026-04-02 03:00:00",5336,
"2026-04-02 04:00:00",4868,
"2026-04-02 05:00:00",4404,
"2026-04-02 06:00:00",4409,
"2026-04-02 07:00:00",4669,
"2026-04-02 08:00:00",4945,
"2026-04-02 09:00:00",5148,
"2026-04-02 10:00:00",5584,
"2026-04-02 11:00:00",6151,
"2026-04-02 12:00:00",6724,
"2026-04-02 13:00:00",7408,
"2026-04-02 14:00:00",7918,
"2026-04-02 15:00:00",8133,
"2026-04-02 16:00:00",8660,
"2026-04-02 17:00:00",9053,
"2026-04-02 18:00:00",9280,
"2026-04-02 19:00:00",9236,
"2026-04-02 20:00:00",9162,
"2026-04-02 21:00:00",8657,
"2026-04-02 22:00:00",7756,
"2026-04-02 23:00:00",6993,
"2026-04-03 00:00:00",6461,7442
"2026-04-03 01:00:00",6207,
"2026-04-03 02:00:00",6159,
"2026-04-03 03:00:00",5872,
"2026-04-03 04:00:00",5405,
"2026-04-03 05:00:00",5015,
"2026-04-03 06:00:00",4938,
"2026-04-03 07:00:00",5282,
"2026-04-03 08:00:00",5740,
